login,location,bio,pronouns,createdAt
Username_74915,N/A,"i am jopo
",walmart bag,2022-01-19T09:15:49Z
Username_74916,Lagos,"A developer, skilled in React, React Native, Typescript, Solidity, Node Js, Python and Django With a strong passion for creating solutions and solving problems.",he/him,2022-01-19T09:11:28Z
Username_74917,Site-19,In emptiness. The lonely night.,,2022-01-19T09:15:32Z
Username_74918,Pakistan,Sta Niak,,2022-01-19T09:13:38Z
Username_74919,sichuan mianyang,"I'm Lee Yuhuai.
As a student, I love to study program technology.",,2022-01-19T09:18:14Z
Username_74920,"Munich, Germany","Autonomous driving enthusiast and PhD candidate at the University of the Bundeswehr, Munich",,2022-01-19T09:14:28Z
Username_74921,Tunisia,iOS Developer,,2022-01-19T09:19:11Z
Username_74922,Bangalore,Working on video streaming projects.,,2022-01-19T09:12:05Z
Username_74923,Madrid,"Existen dos tipos de lenguajes de programación: por un lado; aquellos de los que la gente se queja todo el rato; por otro, los que nadie utiliza...",,2022-01-19T09:12:11Z
Username_74924,银河系太阳系地球,懒惰往往是进步的催化剂,,2022-01-19T09:27:51Z
Username_74925,Boston,Diligent graduate student with extensive professional experience in full-stack development.,he/him,2022-01-19T09:29:58Z
Username_74926,"Rosario, Santa Fe, Argentina","Soy emprendedor, y estoy haciendo mis primeros pasos en la programación, con mucho ahínco. ",,2022-01-19T09:29:47Z
Username_74927,Philippines,A BS Information System Graduate from Technological University of the Philippines - Manila || Aspiring Front-End Web Developer and UI/UX Designer,,2022-01-19T09:22:11Z
Username_74928,"Islamabad, Pak","Geo-Informatics Engineer with a passion for GIS, Remote Sensing, and AI. Proficient in web application development, data analysis, and spatial intelligence.",he/him,2022-01-19T09:29:42Z
Username_74929,Chengdu,engineer,he/him,2022-01-19T09:29:15Z
Username_74930,Spain,"If you know how it works, you shouldn't have any problems with it.
Hello! My name is Dmitry.
All my life I was drawn to computers and information technology, ",,2022-01-19T09:26:07Z
Username_74931,ls17 8ep,hackforfun,,2022-01-19T09:27:05Z
Username_74932,China,"永远相信美好的事情即将发生。
Always believe that something wonderful is about to happen.",,2022-01-19T09:22:11Z
Username_74933,"Wiesbaden, Germany","I'm Karl, co-founder of WunderGraph. We are building the last API you will ever need. #GraphQL",,2022-01-19T09:20:42Z
Username_74934,"Newcastle, UK",Frontend Engineer,,2022-01-19T09:27:37Z
Username_74935,Belgium,"New to GitHub, just looking around for now.
",,2022-01-19T09:20:48Z
Username_74936,Sandalpur,React JS Developer,,2022-01-19T09:20:35Z
Username_74937,"Honolulu, Hawaiʻi",Computer Science Bachelor's Graduate from the University of Hawai'i at Manoa. Software Engineer with the City and County of Honolulu.,,2022-01-19T09:27:43Z
Username_74938,Central Coast,"Software Engineer @ Wisr
            
",,2022-01-19T09:33:25Z
Username_74939,India,"-Student
- SDE Backend
-iOS Developer (SwiftUI & UIKit)
-Learning DSA currently & Making Apps
-Aspiring Competitive Programmer
",,2022-01-19T09:36:19Z
Username_74940,Johannesburg,"
Aspiring Product Manager | Full Stack Software Developer |
Marketing Specialist |",,2022-01-19T09:30:12Z
Username_74941,Bengaluru ,"Ishan, currently pursuing Computer Science at PES University, Bengaluru.
I look forward to collaborating on this platform | 

PESU 27'",he/him,2022-01-19T09:38:02Z
Username_74942,"Shanghai, China",Ph.D. Candidate in AI at Fudan University,,2022-01-19T09:35:56Z
Username_74943,Lagos Nigeria,Junior data analyst.,,2022-01-19T09:30:25Z
Username_74944,"Tehran, Iran",Frontend Developer,,2022-01-19T09:33:26Z
Username_74945,"Bellevue, WA",Software Engineer at ByteDance/Tiktok,,2022-01-19T09:39:45Z
Username_74946,England,"Likes Music + Art. 
Has ADHD + ASD. 
Has good-ish ideas, but not very good at coding them. 
Made the profile pic :)",she/her,2022-01-19T09:37:18Z
Username_74947,Chennai, XU3 - RNTBCI - Android Developer,,2022-01-19T09:39:29Z
Username_74948,brazil,I'm one more in the world wanting space,,2022-01-19T09:30:03Z
Username_74949,Chennai,NCE IOS Developer,,2022-01-19T09:39:48Z
Username_74950,turkey,"I am graduated chemistry and master degree biochemistry, I am a management information systems student in universty of İstanbul.
I study Machine Learning, AI,",,2022-01-19T09:34:16Z
Username_74951,"Bekasi, Indonesia","A passionate developer who lives in bekasi, Indonesia.
",he/him,2022-01-19T09:42:16Z
Username_74952,Vienna,Student at 42Vienna,,2022-01-19T09:49:31Z
Username_74953,"Johannesburg, South Africa","Full Stack Developer, 
Lover of Code!",,2022-01-19T09:40:21Z
Username_74954,"Barcelona, Catalunya, Spain",backend Java developer🦖✨,she/her,2022-01-19T09:48:48Z
Username_74955,"Utrecht, Netherlands",(Junior) Bioinformaticus currently working with both metabolomics and lipidomics data.,she/her,2022-01-19T09:44:11Z
Username_74956,Nigeria,... ,he/him,2022-01-19T09:43:45Z
Username_74957,"Madrid, España",PhD Researcher at University Carlos III of Madrid. Working with LSI (https://lsi.uc3m.es/) group in communication and autonomous vehicles fields.,,2022-01-19T09:41:44Z
Username_74958,Ha Noi,smooth,he/him,2022-01-19T09:49:31Z
Username_74959,Baluwatar,"- 👋 Hi, I’m @KhemBhatta
- 👀 I’m interested in Technology, Cyber Security, Reading Books, Astrology,Astro Science.",,2022-01-19T09:45:06Z
Username_74960,Sofia,Coding enthusiast.,,2022-01-19T09:45:56Z
Username_74961,Germany,"biologists, scientist, teacher, data science consultant",,2022-01-19T09:46:43Z
Username_74962,UK,"Hi currently learning JS , HTML , CSS. Interested in web development",,2022-01-19T09:47:54Z
Username_74963,"Frohnleiten, Austria",A unusually social Junior Web Developer open for new opportunities.,she/her,2022-01-19T09:42:16Z
Username_74964,California ,Setkin,,2022-01-19T09:43:00Z
Username_74965,"NAIROBI,KENYA",ASP.NET Core & Blazor | SQL | Azure,,2022-01-19T09:59:42Z
Username_74966,"Zambia, Lusaka.","Hello, my name is Chimwemwe. 
Software developer specializing in JavaScript | React | Vite | Ruby | Ruby On RAILS |",he/him,2022-01-19T09:52:02Z
Username_74967,Tallinn,Embedded dev,,2022-01-19T09:51:23Z
Username_74968,"Nanjing, China",- v -,,2022-01-19T09:57:03Z
Username_74969,Hyderabad,Undergrad at IIIT-H,he/him,2022-01-19T09:51:15Z
Username_74970,"Eindhoven, The Netherlands",Computer Science and Engineering Student @TU/e,he/him,2022-01-19T09:58:46Z
Username_74971,Belo Horizonte / MG,Desenvolvedor em ReactJS com NodeJS - Estudante de Ciências da Computação,,2022-01-19T09:56:21Z
Username_74972,INDIA,"MY NAME IS JAKIR HUSAIN
AND A AM A WEB DEVLOPER AND COMPUTER EDUCATION PROVIDER",,2022-01-19T09:50:39Z
Username_74973,"Chino Hills, CA",Data Enthusiast! Love making insight out of messy data,,2022-01-19T09:55:02Z
Username_74974,"Hong Kong, China",I like playing soccer game,,2022-01-19T09:56:04Z
Username_74975,"Chișinău, Moldova","Daniel 
17 yo
Programmer :
Java, C++, Html
Photoshop Editor",,2022-01-19T09:51:14Z
Username_74976,United States,Hi I am Katie. I am here to learn more about tech and coding.,,2022-01-19T09:56:15Z
Username_74977,New Delhi,Full Stack Web Developer,,2022-01-19T09:55:38Z
Username_74978,"Islamabad,Pakistan",I am a motivated and innovative Front end developer with the hands on experience in working with different Front end Technologies .,,2022-01-19T09:50:32Z
Username_74979,Karnal,I want to become an Android Developer.,he/him,2022-01-19T09:52:33Z
Username_74980,Germany,Hello There!,,2022-01-19T09:53:31Z
Username_74981,"Milan, Italy",Senior Technical Support Engineer EMEA,,2022-01-19T09:53:24Z
Username_74982,Bournemouth,jeff.hanafin@gmail.com,,2022-01-19T09:54:29Z
Username_74983,Edinburgh,Sound Design Student at Napier University.,,2022-01-19T09:51:08Z
Username_74984,Yogyakarta,scratch.mit.edu/users/Reinzkarnize,,2022-01-19T10:06:25Z
Username_74985,"Pune, Maharashtra","Creating web applications using Python and Django Framework.
.
.
.
.
.

.
.
.
.
.
.
.
.
.

Can't Stop Learning. . .",,2022-01-19T10:04:54Z
Username_74986,"Manchester, UK",Currently self learning Python. ,,2022-01-19T10:06:32Z
Username_74987,Russia,Junior QA,,2022-01-19T10:05:23Z
Username_74988,Ukraine,The file has no target. Only path.,,2022-01-19T10:08:43Z
Username_74989,"Blantyre, Malawi",A full stack software developer,,2022-01-19T10:08:39Z
Username_74990,Hyderabad,Associate Director at Novartis | Data Science | Digital Transformation | Solution Architecture | Consulting (ECM),,2022-01-19T10:08:41Z
Username_74991,"Peking University, Beijing, China","An undergraduate student in the School of Physics, Peking University.",he/him,2022-01-19T10:06:42Z
Username_74992,Germany,software engineer with DB,,2022-01-19T10:01:09Z
Username_74993,"Manila, Philippines",open for commission!,,2022-01-19T10:09:14Z
Username_74994,Ukraine,Quantum computing dreamer unlocking the potential of qubits and superposition. Reimagining computation.,,2022-01-19T10:01:13Z
Username_74995,Ukraine,Full-stack developer with a passion for problem-solving and clean code. Building the digital world one line at a time.,,2022-01-19T10:09:10Z
Username_74996,CHENNAI,Third year student @SRMIST | Aspiring ML Engineer with intermediate ML Knowledge,he/him,2022-01-19T10:00:08Z
Username_74997,"721 W Tarrant Rd, Suite 120, Grand Prairie, TX 75050","I am Chintu Patel, works for Agenix Pharmaceutical Company. We are consistently depends on mutually advantageous standards along with Values.",,2022-01-19T10:01:30Z
Username_74998,Paris - France,"Karles SRE Manager for Ankorstore
Serving the SRE team is my joy",,2022-01-19T10:04:32Z
Username_74999,walantaka serag banten,freshgreduate s1-ilmu komputer,,2022-01-19T10:08:30Z
Username_75000,HipBar,web geek,,2022-01-19T10:02:17Z
Username_75001,USA,Cybersecurity enthusiast on a mission to protect and defend against digital threats. Constantly learning to stay one step ahead. ,,2022-01-19T10:08:46Z
Username_75002,Algiers,I FIX BUGS,HELICOPTER,2022-01-19T10:17:28Z
Username_75003,Joinville SC,"Foco, determinação e disciplina. Sábios os que investem em si",,2022-01-19T10:13:41Z
Username_75004,Hyderabad,Java Developer,,2022-01-19T10:14:12Z
Username_75005,United State ,"A blog to post information about animals, compassionate and humane behavior and share the love these dogs hope to give.  ",,2022-01-19T10:15:15Z
Username_75006,Saint Petersburg,AQA Python engineer,,2022-01-19T10:12:34Z
Username_75007,São Paulo / SP,Desenvolvedor Flutter ,,2022-01-19T10:16:17Z
Username_75008,"Brisbane, QLD",Aspiring Data Scientist & Machine Learning Engineer,he/him,2022-01-19T10:17:03Z
Username_75009,Lahore,"Full Stack Engineer | Mern |  DevOps Engineer | Rel DB: MySQL, PostgreSQL | Sequalize | NoSQL DB: MongoDB, Firebase | JS | Node/Express | React | Next js | AWS ",,2022-01-19T10:27:49Z
Username_75010,"cameroun,Yaounde","My name is Pollah Yves, a computer science student at the University of Yaoundé 1, in Cameroon. Passionate about programming and networking",,2022-01-19T10:24:18Z
Username_75011,United States,"Budding Business Analyst into everything tech from project management to Web 3.0, ambitiously challenging my curiosity and expanding businesses. @Fierce-Peace",she/her,2022-01-19T10:28:56Z
Username_75012,Malaysia,"Final-year AI student focused on ML/DL, Computer Vision, and Generative AI. Passionate about building intelligent systems.",he/him,2022-01-19T10:27:16Z
Username_75013,"Johannesburg, South Africa","The sometimes code of a recovering Jack-of-all-trades; 
A data engineer and data DevOps advocate focusing on Microsoft Azure. ",,2022-01-19T10:27:27Z
Username_75014,"Pune, Maharashtra","Frontend Developer  | React.js, JavaScript, HTML, CSS, Tailwind CSS, Redux, Firebase",,2022-01-19T10:25:00Z
Username_75015,İstanbul,Just Coffee and Software,,2022-01-19T10:22:37Z
Username_75016,"Johnson City, TN","Competent financial and data analyst professional with a background in financial modeling, forecasting, and data analytics.",he/him,2022-01-19T10:27:24Z
Username_75017,São Paulo,web dev e mobile,,2022-01-19T10:21:24Z
Username_75018,"Karachi, Pakistan",Data Scientist,,2022-01-19T10:23:05Z
Username_75019,Nairobi-Kenya,Web Developer,,2022-01-19T10:21:47Z
Username_75020,Turkey,My name is Eren,he/him,2022-01-19T10:23:17Z
Username_75021,UK,Software Engineer for @madetech ,she/her,2022-01-19T10:35:32Z
Username_75022,Málaga,"Technical Staff in 42 Málaga.
",,2022-01-19T10:31:50Z
Username_75023,Izmir,Game Developer,,2022-01-19T10:32:17Z
Username_75024,India,"Design | Tech | Community | Tech enthusiast | Avid learner
",he/him,2022-01-19T10:33:49Z
Username_75025,Nigeria,"Hi, I am David and I am from Nigeria. I am a Python Programmer, Web developer, and aspiring Data Scientist.",,2022-01-19T10:36:20Z
Username_75026,"India, Banglore, karnataka","Name: Naveed |
age: 15 |
gender: male |
hobbies: Drawing, programming |",he/him,2022-01-19T10:33:05Z
Username_75027,"Howrah, West Bengal","Aspiring Data Scientist | Placement Coordinator, BIT-M | Skilled in Machine Learning, Deep Learning, Python, R and SQL | Experienced in C, C++, DSA",he/him,2022-01-19T10:39:41Z
Username_75028,Hyderabad,To effectively utilize my skills in the field of software engineering & Web Development for the development of myself and for the company in which i will work w,,2022-01-19T10:30:44Z
Username_75029,"Burnley, UK",BTEC Level 3 Extended Diploma In Computing Student ,,2022-01-19T10:33:44Z
Username_75030,Milton Keynes,QA Automation Tester,,2022-01-19T10:38:04Z
Username_75031,DELHI,Studying Computer Science & Engineering from JNU,,2022-01-19T10:32:21Z
Username_75032,Todmorden,Support Technician,,2022-01-19T10:30:49Z
Username_75033,Vazhithala,CSE student . Coder. Blogger. Hard worker,,2022-01-19T10:38:43Z
Username_75034,"Sector V, Kolkata",Happy to be Senior Software Developer as well as DevOps Engineer in my current company.,,2022-01-19T10:37:06Z
Username_75035,Finland,Hei!,,2022-01-19T10:30:51Z
Username_75036,"Mapusa,Goa","🚀 Hi there! I'm Nathan , a problem-solving wizard.Open Source Supporter|.LLM innovator",he/him,2022-01-19T10:48:19Z
Username_75037,"Puducherry, India",Technical Support Professional | Exploring Cybersecurity & IT Security | Enterprise Design Thinking Practitioner,he/him,2022-01-19T10:45:47Z
Username_75038,"Gurgaon, Haryana",Experienced Full Stack Developer with expertise in MERN. Strong understanding of web development concepts and front-end and back-end technologies.,he/him,2022-01-19T10:49:22Z
Username_75039,"Hamburg, Germany",Senior Data Analyst,,2022-01-19T10:41:20Z
Username_75040,Hyderabad,Associate Software Engineer,,2022-01-19T10:44:54Z
Username_75041,"Viseu, Portugal",LinkedIn: https://www.linkedin.com/in/lucas-carvalho-582364181/,,2022-01-19T10:48:35Z
Username_75042,العراق/ بغداد,"وحـق سواد ڪلـوبڪم ،
ماحـن بـ؏ـد لعيونڪم 🖤❕",,2022-01-19T10:49:17Z
Username_75043,Indore,Software engineer ,,2022-01-19T10:43:21Z
Username_75044,VI Lagos,Too good to be True.,,2022-01-19T10:47:05Z
Username_75045,"Salta, Argentina",Java Backend Developer trainee. I am working and studying hard to  work as programmer. ,he/him,2022-01-19T10:48:32Z
Username_75046,Ukraine,Narrative Designer,,2022-01-19T10:46:29Z
Username_75047,in your ass,nothing to say,,2022-01-19T10:45:47Z
Username_75048,India,"Study btech in JIIT , Noida in 4th year.",,2022-01-19T10:48:58Z
Username_75049,Bursa,Hi! 👩🏻‍🔧,,2022-01-19T10:44:15Z
Username_75050,chennai,"Humanoid.

Neutrino anomaly from the parallel universe ..",,2022-01-19T10:45:13Z
Username_75051,"Uzbekista,Tashkent ","Sergey Utemishev 

телеграмм : @web_developer_69",,2022-01-19T10:48:49Z
Username_75052,Dammam,Cyber Security Analyst,she/her,2022-01-19T10:49:40Z
Username_75053,"Mirpur,1216,Dhaka , Bangladesh",Studying CSE at Ideal Institute of Business and Science,,2022-01-19T10:44:54Z
Username_75054,西安电子科技大学,Product engineer. Map data visualiser. Anime watcher.,,2022-01-19T10:45:47Z
Username_75055,Japan/Osaka,n00b programmer...,,2022-01-19T10:50:15Z
Username_75056,Bangalore,Software Engineer II at CLOUDERA,,2022-01-19T10:53:22Z
Username_75057,"Roissy-En-Brie, 77680 France",Web developer,,2022-01-19T10:53:28Z
Username_75058,İzmir Turkey,Software Engineer | Mobile Application Developer | Flutter Developer,,2022-01-19T10:58:47Z
Username_75059,Andhra Pradesh,👋 Tech enthusiast. 💻 Let's connect and automate together! 🐍 #Python,she/her,2022-01-19T10:56:56Z
Username_75060,Philippines,Roblox Player,,2022-01-19T10:50:10Z
Username_75061,Russia Saint-Petersburg,I'm just learning,,2022-01-19T10:51:55Z
Username_75062,Pakistan,"Passionate Frontend Developer, Junior React Developer | Creating Engaging User Experiences with Cutting-Edge Technologies",he/him,2022-01-19T10:50:52Z
Username_75063,multipal,Sr. System engineer,,2022-01-19T10:54:25Z
Username_75064,@rededompedro ,Fullstack web developer/engineer,,2022-01-19T10:58:38Z
Username_75065,Hamburg Germany,Senior Full Stack Engineer,he/him,2022-01-19T10:57:29Z
Username_75066,Europe,DevOps / SRE,he/him,2022-01-19T10:50:50Z
Username_75067,Ernakulam,Software developer,,2022-01-19T10:50:24Z
Username_75068,karachi,"I am a web designer and developer
I am also a graphic designer ",,2022-01-19T10:55:27Z
Username_75069,Beiijng,just lose it!,,2022-01-19T10:56:21Z
Username_75070,"Nairobi,Kenya",🐦 Helping business leaders unlock their digital potential by leveraging their Social Media 🚀 Social Impact Entrepreneur,,2022-01-19T10:56:33Z
Username_75071,United Kingdom,"I am a Python Developer. I publish Python Tutorials on Youtube. Please find link to my channel below.
https://www.youtube.com/channel/UCB9A6vy3-PKxt-jK2RqYlUA/",,2022-01-19T10:55:24Z
Username_75072,Afghanistan,construction engineer,,2022-01-19T10:56:28Z
Username_75073,Gurugram,"🚀 Android Developer | 3.8+ Years Experience
Skilled in Kotlin, Jetpack Compose, Coroutines, WebRTC, WebSockets. Passionate about scalable android apps.",he/him,2022-01-19T10:51:21Z
Username_75074,Juno Werther,"Inventor of ""Hyper""...|",,2022-01-19T10:58:12Z
Username_75075,"Malegaon,Nashik",Junior Web Devloper,,2022-01-19T10:56:39Z
Username_75076,Ho Chi Minh City,"A passionate Software Engineer with a strong interest in Backend Development, particularly with .NET and NodeJS. Currently pursuing my Bachelor's degree",he/him,2022-01-19T10:52:01Z
Username_75077,Chennai,"I am passionate Front End Developer 
Reach me at dineshbabut25@gmail.com",,2022-01-19T10:50:58Z
Username_75078,Hunan University,"I am a student of Hunan university in Changsha , interested in cpp, distribuited system ,kelnel.",he/him,2022-01-19T10:50:32Z
Username_75079,Trieste,BSc - Computer Engineering (University of Naples Federico II)   |   MSc - Data Science and Artificial Intelligence (University of Trieste),,2022-01-19T11:02:00Z
Username_75080,"EU, Italy, Venice region",Computer programming student at the University of Ferrara,,2022-01-19T11:03:39Z
Username_75081,Kharkiv,Java Software Engineer ♨️,,2022-01-19T11:02:15Z
Username_75082,Paris,"Web Developer Junior
still grinding ",,2022-01-19T11:09:56Z
Username_75083,Sweden,senior full-stack .NET developer,she/her,2022-01-19T11:05:29Z
Username_75084,india, @Laravel Developer,,2022-01-19T11:07:25Z
Username_75085,Gauteng Randburg,"I'm a Python developer into building cool, scalable apps and solving tricky problems. Here you'll find a mix of my personal projects",,2022-01-19T11:09:20Z
Username_75086,Asti,"Youtuber, Videomaker, Drone Pilot, Maker, Creator Studio, Ham Radio Amateurs, In Love With Technology IoT",he/him,2022-01-19T11:07:45Z
Username_75087,Stuttgat,Just began the 3rd semester GDD,,2022-01-19T11:09:40Z
Username_75088,Kacyiru,professional  software engineer,,2022-01-19T11:01:57Z
Username_75089,AutoZone,Let's go!,,2022-01-19T11:09:37Z
Username_75090,Florida,Information Technology Specialist,,2022-01-19T11:09:25Z
Username_75091,India,Tech-Consultant at @AptivaCorp || EX- DSA Mentor Intern at @PR_Cohort || Software Developer Freelancer at @TutorBin || EX-SDE intern at @ONGC || IIT Patna'24,,2022-01-19T11:19:59Z
Username_75092,Dhaka Bangladesh,Hey Man!,,2022-01-19T11:14:29Z
Username_75093,"Nottingham, United Kingdom","Transforming Enterprises with Cloud DevOps & IT Security | Championing Infrastructure Compliance | Driving Innovation & Growth
Queries:jnaveensathya7@gmail.com",,2022-01-19T11:16:42Z
Username_75094,Delhi,"Accountability, Hardwork, Collaboration, Curiosity, born leadership with a hunger to be the best define me. Even if I don't know it, I can do it!",she/her,2022-01-19T11:14:21Z
Username_75095,Prague,Blond girl with sense of humour trying to coding ))),,2022-01-19T11:13:13Z
Username_75096,Moçambique,IT Senior,,2022-01-19T11:15:08Z
Username_75097,Germany,Physics student she/her,,2022-01-19T11:11:23Z
Username_75098,undefined,雅俗共赏,she/her,2022-01-19T11:10:03Z
Username_75099,Rawalpindi,"I’m a passionate Graphic and UI/UX Designer with experience in creating clean, functional designs using tools like Adobe Illustrator and Figma.",he/him,2022-01-19T11:12:18Z
Username_75100,"Peniche, Portugal",Programo coisas e oiço música,,2022-01-19T11:25:14Z
Username_75101,Addis Ababa,freelancer | frontend web dev | web designer | ui/ux | landing page expert.,,2022-01-19T11:20:06Z
Username_75102,usa ,Android Terminal Emulator is available for Android devices.... The APK Editor icon appears in Android Terminal Emulator. The APK Editor,,2022-01-19T11:23:00Z
Username_75103,"Rotterdam, The Netherlands","I hold a Master of Science in Mechanical Engineering from TU Delft, and I am highly motivated to continue learning programming, machine learning, and science.",,2022-01-19T11:26:44Z
Username_75104,pune,React js(UI) developer,,2022-01-19T11:22:26Z
Username_75105,Batangas City,Believes that I myself exists,,2022-01-19T11:27:02Z
Username_75106,France,Finance student loving data science and Python !,,2022-01-19T11:21:09Z
Username_75107,"Fasa,Fars,Iran","👋 Hi there! I'm Ali, a passionate Android developer with a love for open-source contribution. I believe in the power of technology to solve real-world problems",he/him,2022-01-19T11:21:14Z
Username_75108,pune,"Senior Cloud Enginner - Big Data | Data Science | Cloud
",,2022-01-19T11:25:48Z
Username_75109,new cairo,Seeking a position as a web developer where my background can be well utilized.,,2022-01-19T11:29:55Z
Username_75110,Independent Open Source,Development Lead @portainer,,2022-01-19T11:23:33Z
Username_75111,"University of Ibadan, Oyo State, Nigeria",Backend Developer with Python and Node,,2022-01-19T11:37:17Z
Username_75112,"Salvador, Bahia",Email: pedrosergio2511@hotmail.com,,2022-01-19T11:32:46Z
Username_75113,"Kalai, Joypurhat","Assalamo Alaikum, I am Md. Asaduzzaman.I am live in Kalai thana at Jaipurhat.And now, I have completed B.Sc Engineering Degree (CSE) from University of Rajshahi",,2022-01-19T11:34:54Z
Username_75114,Cádiz,"Multiplatform Application Development
Learning and sharing
Python, Java, Swift, HTML, Angular, QA...
You can contact me: amandahgalanmoreno@gmail.com",she/her,2022-01-19T11:30:57Z
Username_75115,HH,hh,,2022-01-19T11:32:33Z
Username_75116,UK,Certified IT Professional and Web Specialist 👨‍💻,man/myth/legend,2022-01-19T11:33:39Z
Username_75117,India,"An Engineering UG student From IIEST, Shibpur",,2022-01-19T11:32:32Z
Username_75118,Surat,Web Developer (React JS),,2022-01-19T11:33:40Z
Username_75119,"11 , Boxwood Road, Westford , MA , USA - 01886",We have compiled all the available jobs across the internet and organized them in one easy to use website. Click now and find your new dream job!,,2022-01-19T11:38:45Z
Username_75120,Hyderabad,IOS APP DEVELOPER ,,2022-01-19T11:30:45Z
Username_75121,Yurga Ebatb,DeadInside,he/him,2022-01-19T11:33:17Z
Username_75122,Rede Vistorias,"A current graduate student majoring in Computer Science, expected to graduate in Dec, 2021. Full-stack developer. Mainly use Java. Passionate, and curious.",,2022-01-19T11:35:53Z
Username_75123,"Karachi City, Sindh, Pakistan","my name is Afshar Lodhra is a student from Beaconhouse Pakistan,
I am 17 years old and is pursuing his education in one of the prestigious Beaconhouse sch",he/him,2022-01-19T11:34:33Z
Username_75124,"Meiktila, Myanmar",Try to learn web-development and linux,,2022-01-19T11:35:40Z
Username_75125,BENGALURU,MERN stack developer ,,2022-01-19T11:38:38Z
Username_75126,Paris,"Analyste de formation, titulaire d'une licence professionnelle en communication, je finalise une certification communication digitale et en dataviz.",,2022-01-19T11:37:54Z
Username_75127,天翼视讯传媒有限公司 @tysx-frontend ,"Full-Stack JavaScript Engineer passionate about TypeScript, Node.js, React and Open Source working @klarna based in Berlin.",,2022-01-19T11:34:33Z
Username_75128,"Morang, Nepal",Flutter,he/him,2022-01-19T11:43:14Z
Username_75129,Istanbul,"Senior Computer Engineering Student at Bogazici University
",,2022-01-19T11:45:18Z
Username_75130,Imperatriz - MA - Brasil,A programming student at 40. Real estate specialist.,,2022-01-19T11:43:28Z
Username_75131,İstanbul,Frontend Developer,,2022-01-19T11:44:02Z
Username_75132,"Odesa, Ukraine",software engineer ⚡,,2022-01-19T11:42:03Z
Username_75133,Edinburgh,"Ph.D. candidate in conservation genetics, University of Edinburgh.",,2022-01-19T11:42:41Z
Username_75134,Saint Petersburg,Senior IT Recruiter/HR manager,he/him,2022-01-19T11:43:20Z
Username_75135,north macedonia ,computer science student ,she/her,2022-01-19T11:43:40Z
Username_75136,"Jaipur, Rajasthan","I'm Front-end Developer
and I like coding, love to do new experiments

and also a mechanical engg.",,2022-01-19T11:43:20Z
Username_75137,Night City,fking the world automatically,,2022-01-19T11:40:36Z
Username_75138,"Hà Nội, Việt Nam","Frontend Developer Vuejs - 3 years + Intern Reactjs
",,2022-01-19T11:47:41Z
Username_75139,"Noida,Uttar Pradesh",No pain no gain!,,2022-01-19T11:45:01Z
Username_75140,Pakistan,Trying to become a Data Scientist,he/him,2022-01-19T11:44:17Z
Username_75141,Konyaweb,Selam ben nisa yeniyim,,2022-01-19T11:41:17Z
Username_75142,Dinajpur,"Hi, I'm Subas Roy, a professional WordPress | Shopify | Squarespace | Wix | Godaddy Design and Development Expert ",,2022-01-19T11:40:47Z
Username_75143,Lmes Academy ,Synchronize. Optimize. Succeed - We are an autonomous platform for real-time application of sports data #Sportstech,,2022-01-19T11:48:12Z
Username_75144,itapetininga-sp,Tech Manager @CP4-BANK-SA,,2022-01-19T11:54:50Z
Username_75145,Noida,"FullStack Developer skilled in building scalable web apps using MongoDB, Express.js, React, and Node.js, PostgreSQL, Typescript.",,2022-01-19T11:55:52Z
Username_75146,Kolkata,Passionate Developer .I am used to flutter and Deep Learning.,she/her,2022-01-19T11:54:26Z
Username_75147,Delaware USA,Technical Recruiter,,2022-01-19T11:56:44Z
Username_75148,Lisbon,"The NOVA Cidade – Urban Analytics Lab is a network of people and organizations, promoted by NOVA IMS, representing the protagonists of the construction of smart",,2022-01-19T11:51:02Z
Username_75149,"Hyderabad, India","MS (by Research) Student at the Memory and Neurodynamics Lab, IIIT Hyderabad.",,2022-01-19T11:52:16Z
Username_75150,"Delhi,India","Full Stack /C ++ Developer
",he/him,2022-01-19T11:56:47Z
Username_75151,kampala uganda,patrick is a young ambitious computer scientist,he/him,2022-01-19T11:58:37Z
Username_75152,"Russia, Saratov","I am a novice frontend developer. I specialize in react.js . I like to visualize my result, so I chose front-end.",,2022-01-19T11:52:52Z
Username_75153,"Lahore, Pakistan",Software Quality Assurance Engineer,,2022-01-19T11:53:14Z
Username_75154,Madagascar,Développeur web / Front-end,,2022-01-19T11:55:02Z
Username_75155,Remote,Senior JS Developer,,2022-01-19T11:54:22Z
Username_75156,Salvador - BA,"Qa.
",,2022-01-19T12:03:58Z
Username_75157,Maceió-Alagoas-Brazil,"BackEnd Developer
Go | Java -  
Gin|Spring
Coordinator at OxeTech (Alagoas government dev school)",,2022-01-19T12:07:56Z
Username_75158,"Copenhagen, Denmark","🚀 Data Scientist Go-To-Market at Trustpilot
🦾 LLM's, NLP  and CV        🤖 APIs & tools for data/ML      
✨Python, Docker, Terraform, Kubernetes, CI/",,2022-01-19T12:03:13Z
Username_75159,Fortaleza/CE,Full Stack Developer in JavaScript. Dedicated to technical excellence and scalable solutions. Open to high-quality collaborations.,,2022-01-19T12:09:34Z
Username_75160,Fianarantsoa - Madagascar,"- RAHERIMANDIMBY Safidiniaina Larry Jossuca . Study at ENI Fianarantsoa 🏫
.Bachelor degree 🎓📜.In love with programming  💻 </>",he/him,2022-01-19T12:09:05Z
Username_75161,"Sergipe, Brasil.","Front-End Developer 
",,2022-01-19T12:05:20Z
